EntityId,Chart Label,Technology,Technology Subtype,Year,Official Program Number,Calculated LCOE,,Overnight Capital Cost dollar per kW including Contingency,Contingency Factor,Overnight Capital Cost dollar per kW,"Final Capital Cost, $/kW",Discount Rate,Lifetime Years,Final Lifetime in Years,Capital Recovery Factor,Tax Rate,Present Value of Depreciation,Average Capacity Factor,Max Capacity Factor,Final Capacity Factor,LCOE Capital Cost Term,O M All-Inclusive,Fixed O M dollar per kW,Variable O M dollar per MWh,Calculated OM All Inclusive Cost Term ($/kW),Calculated Fixed OM Term ($/kW),Calculated Variable OM Term ($/kW),LCOE OM Term,Fuel,Fuel Cost,Heat Rate,LCOD Fuel Cost Term,,Reference Name,Publication Year,Report Author(s),Dataset name,Dataset web source
EntityId,TechIndex,Technology,TechnologySubtype,Year,IsOfficial,lcoe,Blank,OnghCptCstDlKwInclCtng,ContingencyFactor,OnghtCptlCostDolPerKw,FinalCptlCostDolPerKw,DiscountRate,LifetimeYears,FinalLifetimeYears,CapitalRecoveryFactor,TaxRate,PvOfDepreciation,AvgCapacityFactor,MaxCapacityFactor,FinalCapacityFactor,TermCapitalCost,OMAllInclusive,FixedOMDolPerKw,VariableOMDolPerMwh,OfficialOMAllInclusive,OfficialFixedOMDolPerKw,OfficialVariableOMDolPerMwh,TermOMCost,Fuel,FuelCost,HeatRate,TermFuelCost,Blank,ShortName,PublicationYear,Author,Title,PublicationUrl
Unique identifier for this data record.,Displayed label for the technology and sub-technology.,General type of technology used to generate electricity.,Technology Subtype.,Year.,Official Program Number.,"Levelized cost of energy, an estimate of total electricity cost including payback of initial investment and operating costs. Also the price a plant must sell electricity at in order to break even.",,Overnight Capital Cost dollar per kW including Contingency.,Contingency Factor.,"Initial cost of a generation technology per kilowatt of capacity, if it could be conducted overnight.","Final Capital Cost, $/kW.","Discount Rate is the assumed effective rate at which future income streams are discounted. Used to compute the capital recovery factor. In Normalized mode, a single discount rate is used. In Market and User modes, the discount rate can be different for each technology.",Lifetime Years.,Lifetime of the Investment. It is the assumed lifetime of a new plant/vehicle and the period over which the investment is computed (unless specified otherwise).,(CRF) A common element in the levelized cost calculations is capital expenditures. The capital expenditure is turned into annual payments with a Capital Recovery Factor (CRF) that is defined using a common calculation.,Tax rate paid (applied after depreciation credits).,"The present value of depreciation, depending on the MACRS schedule (Modified Accelerated Cost Recovery System).",The ratio between average power and peak capacity. A plant running at full capacity for exactly half the year would have a 0.5 capacity factor.,Max Capacity Factor.,Final Capacity Factor.,Capital Cost term calculated in the LCOE equation,O M All-Inclusive.,Maintenance costs for generation paid regardless of the total amount generated.,Maintenance costs for generation paid per unit of energy produced.,"Term calculated using the OM All Inclusive Cost - when used, this replaces the fixed and variable O&M costs ($/kW).",Term calculated using the Fixed OM ($/kW).,Term calculated using the Variable OM ($/kW).,Calculated term for all costs associated with OM (Operations and Maintenance).,Fuel.,Fuel Cost.,Heat Rate.,,,Reference Name.,Publication Year.,Report Author.,Dataset name.,Dataset web source.
g38063,Hydroelectric,Hydroelectric,,2009,,0.032,,,,500,500,0.07,,30,0.080586404,0.392,0.54407,,,0.5,0.011903558,,,,,90,0,0.020547945,Water,0,,0,,E3 2010,2010,E3,Capital Cost Recommendations for 2009 TEPPC Study.,http://www.wecc.biz/committees/BOD/TEPPC/Versions/100106_TEPPC_E3_CapitalCosts.ppt_2.0.ppt
g42228,Hydroelectric,Hydroelectric,Conventional,2009,,0.013,,,,514,514,0.07,30,30,0.080586404,0.392,0.54407,0.615,,0.615,0.009948665,,8.77,1.6,,90,0,0.003227872,Water,0,,0,,Klein et al. 2010,2010,Klein et al.,Comparate Costs of California Central Station Electricity Generation. Final Staff Report,http://www.energy.ca.gov/2009publications/CEC-200-2009-017/CEC-200-2009-017-SF.PDF
g42227,Hydroelectric,Hydroelectric,Conventional,2009,,0.037,,,,771,771,0.07,30,30,0.080586404,0.392,0.54407,0.304,,0.304,0.030189616,,12.59,2.39,,90,0,0.00711768,Water,0,,0,,Klein et al. 2010,2010,Klein et al.,Comparate Costs of California Central Station Electricity Generation. Final Staff Report,http://www.energy.ca.gov/2009publications/CEC-200-2009-017/CEC-200-2009-017-SF.PDF
g42229,Hydroelectric,Hydroelectric,Conventional,2009,,0.186,,,,1638,1638,0.07,30,30,0.080586404,0.392,0.54407,0.125,,0.125,0.155984226,,27.05,5,,90,0,0.029703196,Water,0,,0,,Klein et al. 2010,2010,Klein et al.,Comparate Costs of California Central Station Electricity Generation. Final Staff Report,http://www.energy.ca.gov/2009publications/CEC-200-2009-017/CEC-200-2009-017-SF.PDF
g38064,Hydroelectric,Hydroelectric,,2009,,0.12,,,,3300,3300,0.07,,30,0.080586404,0.392,0.54407,0.35,,0.35,0.112233548,,25,0,,90,0,0.008153947,Water,0,,0,,E3 2010,2010,E3,Capital Cost Recommendations for 2009 TEPPC Study.,http://www.wecc.biz/committees/BOD/TEPPC/Versions/100106_TEPPC_E3_CapitalCosts.ppt_2.0.ppt
g38068,Hydroelectric,Hydroelectric,,2009,,0.084,,,,3300,3300,0.07,,30,0.080586404,0.392,0.54407,0.5,,0.5,0.078563484,,25,0,,90,0,0.005707763,Water,0,,0,,E3 2010,2010,E3,Capital Cost Recommendations for 2009 TEPPC Study.,http://www.wecc.biz/committees/BOD/TEPPC/Versions/100106_TEPPC_E3_CapitalCosts.ppt_2.0.ppt
g38065,Hydroelectric,Hydroelectric,,2009,,0.116,,,,4000,4000,0.07,,30,0.080586404,0.392,0.54407,,,0.5,0.095228465,,,,,90,0,0.020547945,Water,0,,0,,E3 2010,2010,E3,Capital Cost Recommendations for 2009 TEPPC Study.,http://www.wecc.biz/committees/BOD/TEPPC/Versions/100106_TEPPC_E3_CapitalCosts.ppt_2.0.ppt
g38071,Hydroelectric,Hydroelectric,,2009,,0.116,,,,4000,4000,0.07,,30,0.080586404,0.392,0.54407,,,0.5,0.095228465,,,,,90,0,0.020547945,Water,0,,0,,E3 2010,2010,E3,Capital Cost Recommendations for 2009 TEPPC Study.,http://www.wecc.biz/committees/BOD/TEPPC/Versions/100106_TEPPC_E3_CapitalCosts.ppt_2.0.ppt
g38038,Hydroelectric,Hydroelectric,,2011,,0.073,,2213.83,,,2213.83,0.07,,30,0.080586404,0.392,0.54407,,,0.5,0.052704908,,,,,90,0,0.020547945,Water,0,,0,,AEO 2011,2011,AEO,Annual Energy Outlook 2011,http://www.eia.gov/forecasts/aeo/pdf/0383(2011).pdf
g38037,Hydroelectric,Hydroelectric,,2010,,0.058,,2221.23,,,2221.23,0.07,,30,0.080586404,0.392,0.54407,,,0.5,0.052881081,,13.55,2.42,,90,0,0.005513607,Water,0,,0,,AEO 2011,2011,AEO,Annual Energy Outlook 2011,http://www.eia.gov/forecasts/aeo/pdf/0383(2011).pdf
g38805,Hydroelectric,Hydroelectric,,2011,,0.033,,,,1000,1000,0.07,60,30,0.080586404,0.392,0.54407,0.45,,0.45,0.026452351,,25,,,90,0,0.006341958,Water,0,,0,,IPCC 2011,2011,IPCC,IPCC Annex 3,http://srren.ipcc-wg3.de/report/
g38806,Hydroelectric,Hydroelectric,,2011,,0.066,,,,2000,2000,0.07,60,30,0.080586404,0.392,0.54407,0.45,,0.45,0.052904703,,50,,,90,0,0.012683917,Water,0,,0,,IPCC 2011,2011,IPCC,IPCC Annex 3,http://srren.ipcc-wg3.de/report/
g38807,Hydroelectric,Hydroelectric,,2011,,0.098,,,,3000,3000,0.07,60,30,0.080586404,0.392,0.54407,0.45,,0.45,0.079357054,,75,,,90,0,0.019025875,Water,0,,0,,IPCC 2011,2011,IPCC,IPCC Annex 3,http://srren.ipcc-wg3.de/report/
g38760,Hydroelectric,Hydroelectric,,2010,,0.09,,,,3500,3500,0.07,,30,0.080586404,0.392,0.54407,0.5,0.75,0.5,0.083324907,,14.85,3,,90,0,0.006390411,Water,0,,0,,"Mai et al., 2012",2012,Mai et al,Renewable Electricity Futures,http://www.nrel.gov/docs/fy12osti/52409-1.pdf
g38604,Hydroelectric,Hydroelectric,,2010,,0.093,,,,3500,3500,0.07,,30,0.080586404,0.392,0.54407,0.5,0.75,0.5,0.083324907,,14.85,5.94,,90,0,0.009330411,Water,0,,0,,Black and Veatch 2012,2012,Black and Veatch,COST AND PERFORMANCE DATA FOR POWER GENERATION TECHNOLOGIES,http://bv.com/docs/reports-studies/nrel-cost-report.pdf
g42471,Hydroelectric,Hydroelectric,,2010,,0.052,,,,1310,1310,0.07,,30,0.080586404,0.392,0.54407,,,0.5,0.031187322,,,,,90,0,0.020547945,Water,0,,0,,Mai et al. 2014,2014,Mai et al.,Envisioning a renewable electricty future for the United States,http://www.sciencedirect.com/science/article/pii/S0360544213009912#
g42426,Hydroelectric,Hydroelectric,Conventional,2010,,0.052,,,,1310,1310,0.07,,30,0.080586404,0.392,0.54407,,,0.5,0.031187322,,,,,90,0,0.020547945,Water,0,,0,,Mai et al. 2014,2014,Mai et al.,Envisioning a renewable electricty future for the United States,http://www.sciencedirect.com/science/article/pii/S0360544213009912#
g42476,Hydroelectric,Hydroelectric,,2010,,0.284,,,,11070,11070,0.07,,30,0.080586404,0.392,0.54407,,,0.5,0.263544777,,,,,90,0,0.020547945,Water,0,,0,,Mai et al. 2014,2014,Mai et al.,Envisioning a renewable electricty future for the United States,http://www.sciencedirect.com/science/article/pii/S0360544213009912#
g42431,Hydroelectric,Hydroelectric,Conventional,2010,,0.284,,,,11070,11070,0.07,,30,0.080586404,0.392,0.54407,,,0.5,0.263544777,,,,,90,0,0.020547945,Water,0,,0,,Mai et al. 2014,2014,Mai et al.,Envisioning a renewable electricty future for the United States,http://www.sciencedirect.com/science/article/pii/S0360544213009912#
g38808,Ocean,Ocean,Marine Hydro-Kinetic,2011,,0.225,,,,4500,4500,0.07,40,30,0.080586404,0.392,0.83155,0.255,,0.255,0.179972933,,100,,,,,0.044766765,Water,0,,0,,IPCC 2011,2011,IPCC,IPCC Annex 3,http://srren.ipcc-wg3.de/report/
g38809,Ocean,Ocean,Marine Hydro-Kinetic,2011,,0.235,,,,4750,4750,0.07,40,30,0.080586404,0.392,0.83155,0.255,,0.255,0.18997143,,100,,,,,0.044766765,Water,0,,0,,IPCC 2011,2011,IPCC,IPCC Annex 3,http://srren.ipcc-wg3.de/report/
g38810,Ocean,Ocean,Marine Hydro-Kinetic,2011,,0.245,,,,5000,5000,0.07,40,30,0.080586404,0.392,0.83155,0.255,,0.255,0.199969926,,100,,,,,0.044766765,Water,0,,0,,IPCC 2011,2011,IPCC,IPCC Annex 3,http://srren.ipcc-wg3.de/report/
g28871,Biopower,Biopower,Coal Co-fire,2000,,0.044,,,1,1234,1234,0.07,60,30,0.080586404,0.392,0.83155,0.846,,0.846,0.014875777,,24.46,3.4,,,,0.006700517,Biomass,2.27,10000,0.0227,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g28872,Biopower,Biopower,Coal Co-fire,2001,,0.044,,,1,1234,1234,0.07,60,30,0.080586404,0.392,0.83155,0.846,,0.846,0.014875777,,24.46,3.47,,,,0.006770517,Biomass,2.27,10000,0.0227,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g28873,Biopower,Biopower,Coal Co-fire,2002,,0.044,,,1,1234,1234,0.07,60,30,0.080586404,0.392,0.83155,0.846,,0.846,0.014875777,,24.46,3.54,,,,0.006840517,Biomass,2.27,10000,0.0227,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g28874,Biopower,Biopower,Coal Co-fire,2003,,0.044,,,1,1234,1234,0.07,60,30,0.080586404,0.392,0.83155,0.846,,0.846,0.014875777,,24.46,3.61,,,,0.006910517,Biomass,2.27,10000,0.0227,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g28875,Biopower,Biopower,Coal Co-fire,2004,,0.045,,,1,1234,1234,0.07,60,30,0.080586404,0.392,0.83155,0.846,,0.846,0.014875777,,24.46,3.68,,,,0.006980517,Biomass,2.27,10000,0.0227,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g28876,Biopower,Biopower,Coal Co-fire,2005,,0.045,,,1,1234,1234,0.07,60,30,0.080586404,0.392,0.83155,0.846,,0.846,0.014875777,,24.46,3.75,,,,0.007050517,Biomass,2.27,10000,0.0227,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g28877,Biopower,Biopower,Coal Co-fire,2006,,0.045,,,1,1234,1234,0.07,60,30,0.080586404,0.392,0.83155,0.846,,0.846,0.014875777,,24.46,3.83,,,,0.007130517,Biomass,2.27,10000,0.0227,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g28878,Biopower,Biopower,Coal Co-fire,2007,,0.045,,,1,1234,1234,0.07,60,30,0.080586404,0.392,0.83155,0.846,,0.846,0.014875777,,24.46,3.91,,,,0.007210517,Biomass,2.27,10000,0.0227,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g28879,Biopower,Biopower,Coal Co-fire,2008,,0.045,,,1,1234,1234,0.07,60,30,0.080586404,0.392,0.83155,0.846,,0.846,0.014875777,,24.46,3.99,,,,0.007290517,Biomass,2.27,10000,0.0227,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g27247,Biopower,Biopower,,2008,,0.059,,,1,1899.44,1899.44,0.07,45,30,0.080586404,0.392,0.83155,0.8,,0.8,0.024214218,,33.6,4.65,,,,0.009444521,Biomass,2.27,11324,0.02570548,,MiniCAM 2008,2008,MiniCAM,"Mini Climate Assessment Model (2008). Data from MiniCAM model, Pacific Northwest National Laboratory.",
g27246,Biopower,Biopower,,2007,,0.06,,,1,1899.44,1899.44,0.07,45,30,0.080586404,0.392,0.83155,0.8,,0.8,0.024214218,,33.6,4.65,,,,0.009444521,Biomass,2.27,11582,0.02629114,,MiniCAM 2008,2008,MiniCAM,"Mini Climate Assessment Model (2008). Data from MiniCAM model, Pacific Northwest National Laboratory.",
g27245,Biopower,Biopower,,2006,,0.061,,,1,1899.44,1899.44,0.07,45,30,0.080586404,0.392,0.83155,0.8,,0.8,0.024214218,,33.6,4.65,,,,0.009444521,Biomass,2.27,11851,0.02690177,,MiniCAM 2008,2008,MiniCAM,"Mini Climate Assessment Model (2008). Data from MiniCAM model, Pacific Northwest National Laboratory.",
g27244,Biopower,Biopower,,2005,,0.061,,,1,1899.44,1899.44,0.07,45,30,0.080586404,0.392,0.83155,0.8,,0.8,0.024214218,,33.6,4.65,,,,0.009444521,Biomass,2.27,12134,0.02754418,,MiniCAM 2008,2008,MiniCAM,"Mini Climate Assessment Model (2008). Data from MiniCAM model, Pacific Northwest National Laboratory.",
g28820,Biopower,Biopower,Coal Co-fire,2000,,0.05,,,1,2047.85,2047.85,0.07,60,30,0.080586404,0.392,0.83155,0.846,,0.846,0.024686677,,34.65,1.62,,,,0.006295508,Biomass,2.27,8470,0.0192269,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g28821,Biopower,Biopower,Coal Co-fire,2001,,0.051,,,1,2047.85,2047.85,0.07,60,30,0.080586404,0.392,0.83155,0.846,,0.846,0.024686677,,34.65,1.62,,,,0.006295508,Biomass,2.27,8670,0.0196809,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g28822,Biopower,Biopower,Coal Co-fire,2002,,0.051,,,1,2047.85,2047.85,0.07,60,30,0.080586404,0.392,0.83155,0.846,,0.846,0.024686677,,34.65,1.62,,,,0.006295508,Biomass,2.27,8870,0.0201349,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g28823,Biopower,Biopower,Coal Co-fire,2003,,0.052,,,1,2047.85,2047.85,0.07,60,30,0.080586404,0.392,0.83155,0.846,,0.846,0.024686677,,34.65,1.62,,,,0.006295508,Biomass,2.27,9070,0.0205889,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g28824,Biopower,Biopower,Coal Co-fire,2004,,0.052,,,1,2047.85,2047.85,0.07,60,30,0.080586404,0.392,0.83155,0.846,,0.846,0.024686677,,34.65,1.62,,,,0.006295508,Biomass,2.27,9270,0.0210429,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g28825,Biopower,Biopower,Coal Co-fire,2005,,0.052,,,1,2047.85,2047.85,0.07,60,30,0.080586404,0.392,0.83155,0.846,,0.846,0.024686677,,34.65,1.62,,,,0.006295508,Biomass,2.27,9470,0.0214969,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g28826,Biopower,Biopower,Coal Co-fire,2006,,0.052,,,1,2059.27,2059.27,0.07,60,30,0.080586404,0.392,0.83155,0.846,,0.846,0.024824345,,34.65,1.62,,,,0.006295508,Biomass,2.27,9416,0.02137432,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g28827,Biopower,Biopower,Coal Co-fire,2007,,0.053,,,1,2070.69,2070.69,0.07,60,30,0.080586404,0.392,0.83155,0.846,,0.846,0.024962012,,34.65,1.62,,,,0.006295508,Biomass,2.27,9362,0.02125174,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g28828,Biopower,Biopower,Coal Co-fire,2008,,0.053,,,1,2082.11,2082.11,0.07,60,30,0.080586404,0.392,0.83155,0.846,,0.846,0.025099679,,34.65,1.62,,,,0.006295508,Biomass,2.27,9308,0.02112916,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g28725,Biopower,Biopower,,2007,,0.083,,,1,2617.45,2617.45,0.07,45,30,0.080586404,0.392,0.83155,0.8404,,0.8404,0.031763417,,66.63,9.52,,,,0.018570648,Biomass,2.27,14500,0.032915,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g28718,Biopower,Biopower,,2000,,0.083,,,1,2617.45,2617.45,0.07,45,30,0.080586404,0.392,0.83155,0.8404,,0.8404,0.031763417,,66.63,9.52,,,,0.018570648,Biomass,2.27,14500,0.032915,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g28726,Biopower,Biopower,,2008,,0.083,,,1,2617.45,2617.45,0.07,45,30,0.080586404,0.392,0.83155,0.8404,,0.8404,0.031763417,,66.63,9.52,,,,0.018570648,Biomass,2.27,14500,0.032915,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g28719,Biopower,Biopower,,2001,,0.083,,,1,2617.45,2617.45,0.07,45,30,0.080586404,0.392,0.83155,0.8404,,0.8404,0.031763417,,66.63,9.52,,,,0.018570648,Biomass,2.27,14500,0.032915,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g28720,Biopower,Biopower,,2002,,0.083,,,1,2617.45,2617.45,0.07,45,30,0.080586404,0.392,0.83155,0.8404,,0.8404,0.031763417,,66.63,9.52,,,,0.018570648,Biomass,2.27,14500,0.032915,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g28721,Biopower,Biopower,,2003,,0.083,,,1,2617.45,2617.45,0.07,45,30,0.080586404,0.392,0.83155,0.8404,,0.8404,0.031763417,,66.63,9.52,,,,0.018570648,Biomass,2.27,14500,0.032915,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g28722,Biopower,Biopower,,2004,,0.083,,,1,2617.45,2617.45,0.07,45,30,0.080586404,0.392,0.83155,0.8404,,0.8404,0.031763417,,66.63,9.52,,,,0.018570648,Biomass,2.27,14500,0.032915,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g28723,Biopower,Biopower,,2005,,0.083,,,1,2617.45,2617.45,0.07,45,30,0.080586404,0.392,0.83155,0.8404,,0.8404,0.031763417,,66.63,9.52,,,,0.018570648,Biomass,2.27,14500,0.032915,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g28724,Biopower,Biopower,,2006,,0.083,,,1,2617.45,2617.45,0.07,45,30,0.080586404,0.392,0.83155,0.8404,,0.8404,0.031763417,,66.63,9.52,,,,0.018570648,Biomass,2.27,14500,0.032915,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g29440,Biopower,Biopower,Biogas,2008,,0.095,,,1,3385.59,3385.59,0.07,30,30,0.080586404,0.392,0.83155,0.8404,,0.8404,0.04108499,,66.63,9.52,,,,0.018570648,Biomass,2.27,15628,0.03547556,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g29439,Biopower,Biopower,Biogas,2007,,0.095,,,1,3415.28,3415.28,0.07,30,30,0.080586404,0.392,0.83155,0.8404,,0.8404,0.041445285,,66.63,9.52,,,,0.018570648,Biomass,2.27,15628,0.03547556,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g29438,Biopower,Biopower,Biogas,2006,,0.096,,,1,3444.98,3444.98,0.07,30,30,0.080586404,0.392,0.83155,0.8404,,0.8404,0.041805702,,66.63,9.52,,,,0.018570648,Biomass,2.27,15628,0.03547556,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g29436,Biopower,Biopower,Biogas,2004,,0.096,,,1,3474.68,3474.68,0.07,30,30,0.080586404,0.392,0.83155,0.8404,,0.8404,0.042166119,,66.63,9.52,,,,0.018570648,Biomass,2.27,15628,0.03547556,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g29437,Biopower,Biopower,Biogas,2005,,0.096,,,1,3474.68,3474.68,0.07,30,30,0.080586404,0.392,0.83155,0.8404,,0.8404,0.042166119,,66.63,9.52,,,,0.018570648,Biomass,2.27,15628,0.03547556,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g29432,Biopower,Biopower,Biogas,2000,,0.096,,,1,3474.68,3474.68,0.07,30,30,0.080586404,0.392,0.83155,0.8404,,0.8404,0.042166119,,66.63,9.52,,,,0.018570648,Biomass,2.27,15628,0.03547556,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g29433,Biopower,Biopower,Biogas,2001,,0.096,,,1,3474.68,3474.68,0.07,30,30,0.080586404,0.392,0.83155,0.8404,,0.8404,0.042166119,,66.63,9.52,,,,0.018570648,Biomass,2.27,15628,0.03547556,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
